	B cell	CD14+ monocyte	CD16+ monocyte	CD4+ T cell	Cytotoxic T cell	Megakaryocyte	Natural killer cell
hla-a	-416.33334341736247	79.40215237838952	-91.89590202933262	9.31452160514482	249.47216893394523	4.832880646334497	132.00764479448628
fos	-15.878748756790284	455.7449791743454	-34.22713664541614	118.07167821883453	-53.088067533303935	-0.8611996493755508	-12.794855354303893
cst3	-1.9223917105035324	424.31284193305436	190.17766105631094	-4.558362603579862	-7.210448963447898	-14.845398850512446	-9.004234887693936
laptm5	376.3383891347354	153.55557349915583	4.746414464971005	138.82365436908705	-83.5159799475526	-2.809340690909527	-105.05989539386673
arpc1b	-8.398031365021328	-214.1402426032721	-4.549326138560001	55.46841962230972	-220.23104255377345	90.25631336249344	-39.50540593838774
rps4x	189.09607515243079	111.34514580174137	-155.28899859663625	715.0393794085528	240.39677716033478	-4.581618404461713	-48.822486452763386
rps3	-81.49685414137107	13.873254083507925	-66.03299442876137	799.8964619372518	-48.08829959161506	-3.495472129681206	32.052371159075705
gnb2l1	53.53812014862806	-219.3613086275936	81.99098319316616	239.28029433995178	172.8611964288026	-1.3819115908436612	-111.99151615855149
ddx5	69.56481827358344	12.100372429292111	-129.14974415406306	421.311910868374	256.9982727748506	-2.4306523932301873	84.22814229845667
rpl5	154.42268305648545	-85.09175508071385	1.7070912337595996	189.64682263900488	145.59008433199875	-1.8684960507533046	-3.749679994896847
pfn1	-124.73560271916774	-217.70136164628877	-33.81292264164492	334.6342570105174	279.00342717028417	-12.289964651932117	105.82268212395059
hla-c	-60.28943344680771	-216.11063260942348	-44.04762189445397	-22.833340441098116	451.897998309474	-7.012660816526248	64.33571824029428
hla-drb1	1008.205092839109	276.3859349447648	18.32164029322798	-38.12272254537696	-105.27546163962292	0.1904096006069351	-18.11958367231685
ctd-2139b15.2	-0.8476592784840725	1.6337542665323768	-0.21423809846272687	5.290768664768437	4.53659268572811	-0.2902536584895354	-9.302749043447713
cxcr4	185.51881816807855	-27.88834627525471	-20.55169632154696	411.344083593882	108.4866031722774	-1.222725455697125	1.859987162412029
arhgdib	-136.54289219123498	-183.72325523381085	8.95360342012015	180.6005588297057	165.26643528814864	19.161356542552564	-21.929463379698955
cotl1	-18.636094068068058	44.719347776605325	124.90215166340437	20.954102164554907	40.87265462109994	10.445398090609492	-32.956605188130524
ywhaz	26.58052877959026	-94.78697618290923	46.792064133494264	183.92947588073403	-206.49982816184837	3.1638872864576295	-53.85965300195018
ptp4a2	-13.478385738134598	-139.56862752489567	109.86932520974057	87.64699369586839	107.33590843276943	-6.562330978298938	-48.153008110043274
rpl19	351.85671860548445	63.65549490847233	-115.11078161751922	725.2094121672519	391.9709821353687	-16.193329905691623	-12.827950465544154
rpl6	-135.89544653014372	167.78072033940802	-92.11530229691812	238.55965569187026	200.5749307795891	-4.440404580757213	75.36945631116959
rbm3	139.4529055968327	-80.08126431957838	6.07631356927684	64.44120522556024	103.92357714225443	-1.13089647928752	-25.822797934289603
nap1l1	226.25711518155072	-152.98908840727913	166.36131088968003	49.68809976167475	-380.52741724413045	37.07693773161142	-63.021484596930996
hla-dpb1	537.7563318652116	-26.073895741796996	58.202655741348956	-49.49456433480459	-117.74459232214365	0.24861987885425546	-5.374205174866827
s100a9	-0.13019736563327752	859.2540816258879	-19.358219222824502	-14.219291686965814	5.198585580651217	-1.950399686818605	-3.247828225039397
itgb2	-63.65711970603216	-149.6953782055342	46.27389927084334	-135.11135722224407	83.48138052314248	-1.251794195411004	251.1975836802314
pecam1	0.42529308708622354	-21.303754192473576	170.54252912440796	-13.10205093890018	-29.223534432792754	-4.138628269532859	-3.216340489107007
tpm3	-125.68216441887415	3.026201249238227	143.81016206254174	-227.59892586222955	-312.66445134579567	0.43911611761006153	83.56881538374125
rpl8	166.36426211319736	-91.3442142435473	-32.253332573044254	363.46274885043573	-152.37019541685055	0.5889022257681203	36.58297303359913
coro1a	-75.15850121816217	98.73429283690446	30.777641283133192	18.017025773714735	24.028477192112184	-1.0981319594516732	-18.147619139431026
nkg7	-17.106687450528995	-32.892812109821	19.074231104644042	-67.78686575079834	849.7267557580985	-1.1606175190350039	487.7399766378503
wars	-5.874424478001691	31.7356946840139	31.03174343545499	-11.239723734186464	5.862042075775555	0.2875653654062265	-5.762599201414102
fcn1	-0.7396499162711134	335.64422911938436	-8.358864765988207	2.0783169188400965	0.2891725695406064	-1.1195817911793458	-0.47206735938640926
slc25a6	12.183159280151328	93.0608313274664	-40.421204225483685	207.7450728823717	-180.6066126036638	0.14351954783534365	-7.973243376058401
arf1	44.18298909585373	-70.48578141265823	-19.088795204531728	85.60310924538743	-70.40527136746546	7.122374566076216	39.76183499135085
arpc2	58.38576905182673	58.747316039241554	-126.66700443887925	-239.1810294879354	230.52271270351383	-5.708940474727967	213.2189561553866
lcp1	-202.25281552242583	79.5876429977744	20.96267233793133	-190.82638542640439	293.62601217075	-0.1954046008112594	42.811504199175175
igha1	50.261190407920566	-0.1359263708219618	0.0699755695861533	-0.1276895593565478	-0.2617222727766107	0.01185092711386931	0.12220612070362838
vcl	-7.928873008780735	-51.25687849067753	0.04555554819500165	-13.261927844237919	-51.922439443218934	51.31978166301906	6.947969024209833
rpl15	424.8064223293614	-122.5492978076341	-111.80188333290894	193.4061035914687	281.46336919258107	-9.014503969654983	-4.251135078551537
cd14	0.48735600748127617	218.65247601077112	-19.698687371321547	-0.7514930197615697	-0.08296800699637032	0.7003458247158777	-0.014604239645836693
ncoa4	-7.444001941702136	-37.82350967983374	-6.923970521255168	41.473316912546984	-17.370379933502484	65.98225609665353	-38.24855903062858
klf6	178.81060371338532	-88.06980247003527	92.80212032578387	-253.84537585383703	149.84783941961805	-1.805682962669489	-9.858940329432492
rpl7	134.1494374152482	-118.53707567831567	-28.231345509921006	29.619365242219175	319.8334932880882	-3.065577344371367	-7.009831088820743
eno1	-40.577643294878186	128.96675587415479	-25.671691814701266	62.19106600206819	12.770024688166533	-1.2670936489770879	-31.560096748838014
srgn	-40.901273037197036	-13.802656687846723	-68.86179591221065	126.96691469380872	28.455841742822326	5.810134316022273	151.84021013214095
itgb1	-25.6373746961008	-17.206554457792244	-51.343627480021865	-17.056181635407953	171.0563417757809	12.089226946784223	8.493959866630455
sell	-14.341633497321132	92.96591685380665	-11.586699935896018	127.72044168139242	-60.15781997745846	-0.17992510723574573	9.90796421031321
tkt	-11.322847408166968	97.3532787075636	21.98332993901492	65.34153514042636	-63.830784461659604	0.5123064829171432	-13.413346961334868
serpina1	-0.14432560189485216	61.110427708713864	102.36911276504253	0.06992004931867965	-0.249856204444822	-0.184294673044292	-0.1555127479268166
h3f3a	182.9967711425378	-75.65325620558822	-42.12781371255039	-174.76316656559993	-282.33797960535026	54.863918997409066	31.994250595386525
vim	-84.98291949844881	222.52808182849148	-42.74966533304706	641.3149197485424	55.18195966791081	-0.09202824113624272	-110.7403693023831
eef1b2	344.68079526690735	-9.539506200674154	-94.94950431415438	389.51467054463177	-48.555745069975735	-0.4462008828806937	8.449926771853685
gnas	-27.48307454042081	63.7551217586613	1.5934445394644885	-136.56071983191808	-79.58648817628928	25.985165064442086	12.6341348288383
bin2	-47.1840482618844	-32.202177627292485	26.353069341743957	19.07702467997174	-72.77934560153925	5.071691118575926	41.21928291814192
ezr	370.9897682415229	-1.0236515695414268	19.006374392849203	-98.06874190735427	26.931158125845403	-0.03274700437251069	-72.61357655095935
cd53	20.73301154485717	-17.885283032672397	-10.01353204570726	-88.09051678224712	101.92303871870492	0.3278617866424667	-6.956988548064274
rab37	-3.1860515438315646	-4.786522465404404	13.17524303139967	-21.912608548743307	-7.850252071565592	-0.7904246334807978	19.439424122180924
dazap2	-8.403696068377817	73.91185677801718	49.70285926098805	-172.83311631026257	-90.19727513266383	1.2964832610737316	12.997499072418702
aldoa	-79.20270894878706	12.512530604256288	21.39080869457482	59.56998982188841	-120.0953944119185	10.641909303395849	-26.54811044094879
aif1	-4.964848297432701	269.51879424765366	185.1327590777232	14.426071953666808	-11.285233080893788	-1.7253938399063724	-1.879072418267761
fcer1g	0.6398498609028301	253.43246484548712	94.28839588766029	-20.578330970008718	-53.587361212884204	-13.037419345926828	383.0228291900163
pgk1	12.755734815985193	-118.83451045333442	14.261227534396639	42.68191559445714	63.83971356130947	1.198654120998955	-14.843002601691065
cd37	390.5016008616215	-69.57326749927947	0.629880283467344	78.8082233657959	-243.1930114614192	-0.4539004118316422	40.18286794237197
mtrnr2l1	-164.86343067545812	309.01659841474566	-42.998406289703425	-393.229054530812	546.3918210559044	7.8058576702454	-115.85533093170116
hspa8	11.900652175187863	2.454060633793483	-33.275233062092504	250.21511746124287	211.35323709235354	-1.2457422720904685	-37.44767521943008
ctsb	0.729712202917209	147.93841620876972	2.7446616074495216	19.669277168388753	-21.55508561426843	-0.3922085780422577	-3.0903577667313487
pabpc1	95.16109806012649	182.24780638908578	24.10516026324143	867.3462204460577	-285.5485452388679	-7.824198724524345	-106.50277210768783
litaf	-122.20764493259053	10.132563987495239	-12.624435744927197	39.216630277731234	198.9389064961203	-0.7561870506532204	116.65270504914747
ucp2	91.95275953599531	-98.39908901014384	-9.062586119074577	99.8689449957032	-53.91622457909248	4.574355768263901	-1.934081837713621
s100a8	0.346426570294639	682.3096516458146	-44.08598699399792	-4.989173662070088	2.552953586072004	1.0247901736952976	-2.8543646464984356
myh9	18.920158012593745	1.9580153812062329	-4.249295601057327	3.360674920284977	-37.704404381100034	5.44388905086921	-11.522026337995758
anxa2	-27.702330560215465	-14.395591942271057	79.05167925000059	-26.137811012204963	-38.88658948412145	-0.43007926830233606	23.259019779410828
c10orf54	-8.588317964225755	111.45112927509243	109.54856488247489	41.31273374159348	-68.13251878348026	-1.8686534054808106	-22.833100469006858
fcgr3a	-2.0086144681350384	-27.483646306387946	242.4541999243088	-5.950008481815871	-20.91308533473901	-0.13546922827108057	246.6664926583863
grn	24.92256482653573	186.84204199303534	-50.754414402505745	5.223796929556192	1.5353991781867133	0.6151704212771592	-7.645556196521923
vcan	0.6532777066946966	455.9266285628367	-24.27655213847744	0.14260858687924333	-0.054316196153498614	0.16207533093078877	-0.13620526894593035
saraf	-155.7907094420498	-15.460492189351395	-33.30034820536618	502.8450995246375	137.53044832291548	-0.6262768223917519	-14.725224525360643
ptpn6	-47.3825670575435	61.06318560668906	78.78865977890008	22.174812153875333	-36.599794660568236	-1.2097082922813411	-32.709273914394146
cd68	-4.510233477865745	132.857311183225	48.36735795518476	-0.8756054267919171	-0.6533233582637769	1.221801505262134	-0.6695280117943705
ptdss1	-18.97337674054959	17.265005759881316	1.406503481528624	-27.823766875518075	-6.992382477773644	0.15999875671158045	0.7269339547527623
atp5b	-9.767974376206741	13.344431997946396	35.59974596334812	-32.728432186538434	-18.987428415076774	-0.3029239275554798	14.917708918828065
prrc2c	-58.64777083434005	-66.53560623095464	10.217661483387335	63.653158316355494	107.73304634817259	-0.8121132489891255	60.98452539262708
ywhab	-60.186357884353484	64.72252879112862	10.769952211340751	259.6811055808312	-33.88171074501011	-1.807680081211376	3.296923665616136
tmbim6	66.858660523938	5.475069104979724	19.73790332089599	-173.8570145561776	-57.587612336885286	-1.8338082137065346	35.61179827365757
hcls1	-15.552387302955708	-36.68674732183629	37.102522532973694	-100.2801258699026	0.5720903790234464	-0.0804334929375758	50.65469312201236
vmp1	19.651843659480818	69.3678721424872	-6.519497371106784	7.113489736305109	-16.640527790703384	-0.1959006202718667	-5.456136225914996
rpl10a	454.484045124653	-107.90615035350572	-115.22007266447042	281.897493914316	175.13818369330872	-0.14768809271573105	-6.8902114867724915
fgr	-15.441008144784504	-90.78561914143809	150.23359962203176	-1.9295560564948928	-10.030437213883179	-0.0828310984463586	-13.439369076974334
znf292	9.026721081431493	-10.692569372985032	9.594797415987156	8.555227733861967	-0.41931093481386333	-0.0009831628091118503	3.034245451485183
ptprc	-247.8291171717437	-17.574224531108683	68.46408910349939	128.30676513163655	189.3344859462011	-2.1272496682210527	4.643461248664019
cd44	-159.8464079446443	113.28423369530668	22.36855728078571	268.8308638187098	64.44612046237381	-0.3856435192547656	-44.61215002979128
hsp90ab1	220.6107417075556	-84.68100615522732	-8.778140328473352	264.15458244289914	-160.28450977160924	-0.2509983633399691	45.58374454013552
rgs2	-3.173306152243987	229.62026742518387	-7.11181578815196	-3.1238948166555085	-12.649846157735578	-0.07816229502295491	-2.976864863896113
ppia	-21.43310584133799	-228.91701006778612	-13.59326675486278	44.8155103164284	398.03056200899067	-2.0965109387849514	86.76051790013803
hnrnpc	59.738059888842855	-7.481242101988444	-0.6858616522339307	-116.55453599467758	67.64966344498004	-0.34500027863100596	-30.913082161496263
ahnak	36.14071626283175	-34.95456837826789	-40.7929751899782	107.34157095025047	119.62202658778295	0.41412593879689147	-71.75486808420968
crtap	-7.071842352227923	101.09071987551383	-7.3799908284863065	-0.21128269601944924	4.368647386046478	0.012685099851192398	-1.2621264109796217
hspa5	9.402994122321706	0.41602787236044175	-27.101398398526854	74.03627713828399	46.05734423840827	-0.12224690900695223	33.13969934832967
lst1	-13.090542244456605	322.793847671564	414.85102641716094	1.4160945168815913	-35.40512809938551	-7.1964531434797365	-7.26833018054238
ms4a1	1345.1494022668553	-4.454353797075238	-0.025281551581471128	-14.648975687329216	-13.645279395087456	-0.001451017767285194	-1.7231798461567416
lipa	-12.912333603139817	-7.2883278477218125	-12.159075974861683	-3.484105300650934	-5.814407648093701	4.934711237127415	9.102169496115572
h3f3b	-147.20190040850525	69.41235517786585	-35.3887423246743	193.99760128609705	140.4496031842936	-14.470713431681824	130.30666875290956
rac2	-99.96053324940682	-53.075342574575245	2.777106729722488	3.0763257877358225	-124.783454272814	-0.9112641172522172	239.91906351166057
zeb2	-24.56670492293555	88.56645697382817	6.85701974310153	-11.440668930467535	53.11516644991528	-0.6393367004077635	18.00300724737877
s100a4	-141.11097478238486	135.1804403128572	121.88248408516108	216.16128368238336	-96.78142110580005	-6.414965339756699	-50.793488785952114
lrrc25	-0.9001737845970856	-46.01955912551544	91.97051933951604	-0.1981626187015791	-0.059007818774219394	-0.004167087424981083	-0.07656165965254254
asah1	-12.418237532594635	45.793801269519236	45.90745727698102	-7.720101663725016	-8.442814564680738	1.515379221013906	-14.868749969354361
sh3bgrl	9.313110739497956	-62.23516608641775	-0.2915342531184173	-83.6834870942184	-22.430591575964527	10.61230212362897	41.9857479389442
c6orf62	-39.74172890436401	-22.422300363508384	8.883572688647213	53.1278656630692	100.22269254310578	-0.46745576552196155	-26.57103508025325
il2rg	-42.32089870066238	-14.137166626672881	-4.7812228081703925	30.43873073652848	101.68495794103774	-0.1950447830293431	62.76075520027781
evi2b	118.59469868434229	30.113533536704296	41.282991210479004	12.546652928220945	-51.5439467900072	-1.5545038308683212	-16.47408569209317
c2orf68	-2.935559433816316	21.410266069699404	-0.5043161081022968	-16.975685909137773	-5.88954044698957	-0.2215706751873816	1.2468252225166252
tpp1	-14.403950201640889	46.004624593690224	-1.1960670094866022	13.703119514010318	-14.285512219760363	1.1446636681832691	-9.871298770471796
pip4k2a	-18.328685007348884	-33.548046787996626	-11.836440063966311	-7.2010046101784475	15.457583725571473	15.860070828947453	76.70701304290317
ncl	45.36664734772226	-3.2003414874373144	20.75761691777183	-47.445595788835206	-8.37941340062794	-0.8456040980104914	0.43366152068981234
eif3l	-45.60340046143127	-7.637222784189461	-2.386992285754789	-190.30004615279157	135.8650735882343	-0.555790418185178	54.18511154750165
anxa1	-8.136196616561685	41.196500503820005	-73.67089370005073	226.13345125808945	86.04680348762074	-0.6905784704449808	104.25939544810461
eif4b	112.35410248129921	39.685161218314036	-4.560876791580731	196.25328406398756	-53.09097291664188	-0.4667058329162711	-46.98290649568995
vcp	-25.44093888294731	-5.65424566338584	-4.55447266411309	-14.281507186487932	63.411368737244885	0.016008128209702058	5.2609981089182805
csf1r	-0.1236152904488609	-0.246496041131548	40.08875082289959	0.047332395306180705	0.03185843318459116	0.008587942008247664	-0.005667070827207069
anxa5	-11.449758414297012	-40.71629209282211	58.13928502113579	-25.82743663507318	35.097114966033175	0.5674347154200601	-8.54617585325233
tgfbi	-0.7422391886442025	78.51994256057819	1.4130678175475255	-0.905927739184814	0.2258309621529308	-0.0046399746922692105	-0.1267594122161888
sept2	1.7023583652013814	-2.0786164212594014	7.391854925964871	68.36298379380061	-78.27103504423633	-0.7503119440912298	3.1341162680648758
srsf3	-20.06130359033277	-23.770328224687965	26.32411215614765	-17.914465276103567	75.42361583991736	-1.3266171352053922	10.899675126717021
cd8a	-5.067788376378312	-1.824899832810146	-0.36657912594012065	35.539792268406856	277.866884522977	-0.020270491646226498	-29.869574089131596
hnrnpdl	27.001011556670242	35.1438933429923	-78.12818263266053	106.43839535764201	-29.478171576639152	0.25370298134281566	70.82490183099553
calm2	-5.945652430310959	-9.96868324064	29.099560485088467	-18.668186887950682	13.849802800486454	-0.17887346302337304	-30.145757235886123
hnrnpa2b1	-181.07917644020682	23.56488638627261	6.935768777589381	-121.34056979520253	-72.19649278998986	-0.06339215338626095	122.56606125311404
capza1	-8.676942932232233	-50.885354739272586	30.498023413652678	47.92747598093529	-20.341833429866707	-0.36269005414500854	-7.591989406659991
kmt2e	102.61090611019166	-30.631915912144468	17.774795422593694	-13.51116326502146	59.585538334247516	-0.7162635391436549	-11.997184620306918
fcer1a	0.010986765819004105	1.4151913208520657	-0.48579683399307866	0.008820839454652367	0.0034714284134946347	-0.010484469567795189	-0.02159037732250851
ldha	-63.42849300544737	-21.293278840662083	19.628251865860427	-50.65643011208197	16.478529132275618	0.6635120927360787	23.645114903640206
myd88	-3.2311215521913175	14.620044969606099	-0.3581930664195051	-4.365952639061254	14.13557275524889	-0.07322591781637844	-0.6552999655878134
rnf213	-71.9727234250453	-4.231349466960846	-28.317756743786152	121.09626877408704	112.68558825234553	-0.09780299433005236	57.02950282195425
cd8b	-3.697023494469517	-0.2505176988233525	-0.13486416455208608	44.37426166543044	381.7978880176947	0.1376210724409157	-16.89114368508824
fam65b	222.17558324223987	-156.63358207644944	36.01619472411676	136.78050211041344	-48.031728644531995	0.28070684087941666	-28.22894054962589
herpud1	87.20082410107074	-1.4702949692473408	5.848029275504457	0.12481873749181147	4.813495086831162	-0.06010803358743927	-13.715058400567532
msn	-108.34708720830156	-16.81294942165723	50.93028438709163	-153.3729490325534	112.36466306142063	4.095849129327655	16.96083318319034
slc38a1	62.61558399127336	-4.32388064851575	-3.307907404039355	149.00769819200505	17.81229637249151	-0.4983799175805565	12.820513424786215
hla-dmb	253.75071934145382	159.84413893069393	-23.669383661983538	-10.79705859128539	5.291336829678389	-0.06543543531560791	-1.4864120315071103
cd4	-0.19696183480367993	45.95849100097455	-6.701213286155003	77.66616350602055	-0.6572873101989574	0.40938815876350354	-0.12804842242398223
gzmh	-4.403872753012835	0.36489833432661517	-1.3485982005127464	-17.728836297759187	527.6227733424166	-0.08022520232208141	147.80067403363185
itgal	-15.904769919054523	-37.27225872401638	43.03659890374644	-21.917629180526912	74.18486099440722	0.06762507520083813	-15.162914881888282
cnn2	-8.473007740756673	8.86558291343086	-8.565201534153152	40.166245966539	-9.053906274844039	0.2152697751349456	-4.310744249037544
cnbp	-99.45869255112368	11.763780528767544	-41.48938979105709	221.40879954894277	110.34160466473836	0.029923578503620374	13.563848881536899
aplp2	36.44009768234856	171.03028047375517	-12.473265608749903	-49.30008710504604	2.8593912315666787	-0.3744303477212082	21.304455349058784
adgre5	-12.749677252299996	-11.631914170301352	75.8074231431819	21.872900932316917	19.650750055051763	-0.4017492358770804	-30.404392325660247
irf8	277.6637023628646	5.727207914890647	-9.250644075598624	-3.215579338772493	-5.533547468676187	0.18627765414847142	9.875616334068182
utrn	17.7146437881215	-30.890497034130497	-3.5301722801004014	-25.915125180827452	121.72961866739087	-0.6077349932406588	0.35566070770579544
tyrobp	-4.8287099191830976	409.86564747610254	112.51087359444297	-17.80340813503882	-255.64285150712232	-0.8616653260778644	579.542422563886
hif1a	12.052666997896859	27.837021209572228	-6.911274396660556	0.3511602059640349	-6.633555486380045	0.0574201191855634	-6.044055460503948
hla-dma	279.75630654395087	55.22866956677021	-11.046646030081408	-18.53518384854367	19.412345123934507	0.24966737896525523	-7.447913972990094
tubb	20.291767712378842	-37.03439040371433	13.252485882437925	9.860670904800326	-63.69952202140532	-0.12445824376889905	43.442877991114976
arl6ip5	-80.79482909540012	-4.128878552332361	27.735330598145545	-40.21046680457086	28.948630330509324	4.506662473458152	-7.275461607317174
eif4a2	-41.38609667423548	-49.956924502273104	5.5405233572868156	264.08197019888144	-95.51061752387898	-0.4997037569728481	44.41828677969831
ppt1	2.6661151922453055	-56.16551266482506	0.9899237241568615	53.54190142681988	-0.7111475068715382	0.42880718259869366	-11.77870737665632
hck	-16.004883975657116	54.48325283836898	45.66924208795197	-1.0871801462729147	0.0555342015806735	0.36886426277995343	-0.06731098447763592
cecr1	-10.990680613885953	151.48656324822474	-33.81603292646399	25.758504676239692	-10.754387680420752	0.2158997602603232	-3.680155465812098
jaml	-0.9709130337084251	-33.08549814074323	-13.279396933063452	102.201873575348	12.879326195748016	-0.17519296765595854	-1.1076021535131901
sash3	-2.5824894238483562	-6.514456634077753	15.578593768420221	-42.84798844126897	-10.018814650516115	-0.019896936997333727	56.57299855393651
hnrnpk	51.65649620631518	-72.8185083680001	0.6080821825081202	-25.052844598746624	118.35610719862592	-4.468018499273361	59.540316287376555
ccnd3	-38.117858692305525	-28.838067800202563	16.65968987028766	79.72286677619478	-155.91485600436724	8.062029398315602	13.40363212728078
pcsk7	98.33849684625343	-16.88703668310507	-8.778660077161685	23.379827563855855	5.5665491168229755	-0.1518501461189959	56.50540574767729
foxp1	171.48532665907567	-7.818874937424535	-2.3653293525606323	236.29936008375694	-19.213877805907234	-0.6608845047691818	-55.02662950241702
ncf2	1.5155752676769731	142.3624315423625	-21.822461327178644	-0.9563605792025369	-0.05341635109106886	0.23976496539093267	-0.13566233187199747
rpn2	-11.018643054720926	-3.492297056335248	8.772636567188567	-17.71064894752221	-0.41361726370694396	-0.21726307635349207	6.5754257633651525
eif4g2	134.59263112602332	16.066673069256794	-60.5854682536363	241.49872793272164	-33.20273483849971	6.983677485252466	-53.61448559372794
serinc1	-4.13686956157289	-30.28166846169449	6.767274671224412	33.04941406754166	29.41374097941357	1.0758214286531302	-21.996426238867752
eif4h	-15.207388143449268	-2.147978150516507	0.9323733570863796	19.080644862720952	-10.057950774850816	0.986572887628929	-20.78160236434905
rabgap1l	-16.801842985928083	-16.85337305983112	19.000990957098566	-28.829464443510446	-46.302785983090054	10.995326567485588	12.766076467520708
